0.0000e+00     2.5000e-02     2.5956173345303618e-16
0.0000e+00     5.0000e-02     2.1613006688317416e-16
0.0000e+00     7.5000e-02     2.0022047695544701e-16
0.0000e+00     1.0000e-01     1.9819725948701884e-16
0.0000e+00     1.2500e-01     1.9805367660782066e-16
0.0000e+00     1.5000e-01     1.9800525329879242e-16
0.0000e+00     1.7500e-01     1.9800011667770107e-16
0.0000e+00     2.0000e-01     1.9800014596560616e-16
0.0000e+00     2.2500e-01     1.9800005933770855e-16
0.0000e+00     2.5000e-01     1.9800004864314983e-16
0.0000e+00     2.7500e-01     1.9800003065276276e-16
0.0000e+00     3.0000e-01     1.9800002091552589e-16
0.0000e+00     3.2500e-01     1.9800001875040221e-16
0.0000e+00     3.5000e-01     1.9800001169286867e-16
0.0000e+00     3.7500e-01     1.9800001528089181e-16
0.0000e+00     4.0000e-01     1.9800001741402591e-16
0.0000e+00     4.2500e-01     1.9800000862217824e-16
0.0000e+00     4.5000e-01     1.9800003967086103e-16
0.0000e+00     4.7500e-01     1.9800013615836396e-16
0.0000e+00     5.0000e-01     1.9800034421579902e-16
0.0000e+00     5.2500e-01     1.9800065725112749e-16
0.0000e+00     5.5000e-01     1.9800068054329619e-16
0.0000e+00     5.7500e-01     1.9800030175799004e-16
0.0000e+00     6.0000e-01     1.9800220410906462e-16
0.0000e+00     6.2500e-01     1.9801083024652686e-16
0.0000e+00     6.5000e-01     1.9803982255267090e-16
0.0000e+00     6.7500e-01     1.9859056506626070e-16
0.0000e+00     7.0000e-01     2.7138147975268689e-16
0.0000e+00     7.2500e-01     3.4402208466590111e-15
0.0000e+00     7.5000e-01     2.5403523835272149e-14
0.0000e+00     7.7500e-01     4.1435422422518174e-13
0.0000e+00     8.0000e-01     6.6818934124774974e-11
0.0000e+00     8.2500e-01     1.6136546963098354e-09
0.0000e+00     8.5000e-01     7.3563587235299102e-09
0.0000e+00     8.7500e-01     2.3754870035062929e-07
0.0000e+00     9.0000e-01     1.5651916199207244e-05
0.0000e+00     9.2500e-01     3.4069210764292975e-04
0.0000e+00     9.5000e-01     2.3785847066615895e-03
0.0000e+00     9.7500e-01     5.9693612401770513e-03
0.0000e+00     1.0000e+00     4.4609129111117521e-03
0.0000e+00     1.0250e+00     2.9312975890766111e-03
0.0000e+00     1.0500e+00     1.5779710288539204e-03
0.0000e+00     1.0750e+00     3.0689880846517496e-04
0.0000e+00     1.1000e+00     1.6853133145239198e-05
0.0000e+00     1.1250e+00     2.5746163708235112e-07
0.0000e+00     1.1500e+00     1.7490576263846516e-08
