0.0000e+00     2.5000e-02     2.5956172992549939e-16
0.0000e+00     5.0000e-02     2.1613006746488715e-16
0.0000e+00     7.5000e-02     2.0022047732011310e-16
0.0000e+00     1.0000e-01     1.9819725951215606e-16
0.0000e+00     1.2500e-01     1.9805367661185729e-16
0.0000e+00     1.5000e-01     1.9800525330109979e-16
0.0000e+00     1.7500e-01     1.9800011667818053e-16
0.0000e+00     2.0000e-01     1.9800014596594306e-16
0.0000e+00     2.2500e-01     1.9800005933758707e-16
0.0000e+00     2.5000e-01     1.9800004864303968e-16
0.0000e+00     2.7500e-01     1.9800003065276276e-16
0.0000e+00     3.0000e-01     1.9800002091543357e-16
0.0000e+00     3.2500e-01     1.9800001875051721e-16
0.0000e+00     3.5000e-01     1.9800001169304601e-16
0.0000e+00     3.7500e-01     1.9800001528105296e-16
0.0000e+00     4.0000e-01     1.9800001741433122e-16
0.0000e+00     4.2500e-01     1.9800000862200331e-16
0.0000e+00     4.5000e-01     1.9800003967047148e-16
0.0000e+00     4.7500e-01     1.9800013615732086e-16
0.0000e+00     5.0000e-01     1.9800034421435099e-16
0.0000e+00     5.2500e-01     1.9800065725049174e-16
0.0000e+00     5.5000e-01     1.9800068054248792e-16
0.0000e+00     5.7500e-01     1.9800030175844926e-16
0.0000e+00     6.0000e-01     1.9800220410915371e-16
0.0000e+00     6.2500e-01     1.9801083024503096e-16
0.0000e+00     6.5000e-01     1.9803982254834698e-16
0.0000e+00     6.7500e-01     1.9859056508087844e-16
0.0000e+00     7.0000e-01     2.7138147573093038e-16
0.0000e+00     7.2500e-01     3.4402207174970205e-15
0.0000e+00     7.5000e-01     2.5403522325984495e-14
0.0000e+00     7.7500e-01     4.1435418355796501e-13
0.0000e+00     8.0000e-01     6.6818932136510029e-11
0.0000e+00     8.2500e-01     1.6136546627816771e-09
0.0000e+00     8.5000e-01     7.3563584690019682e-09
0.0000e+00     8.7500e-01     2.3754869401194349e-07
0.0000e+00     9.0000e-01     1.5651915963513336e-05
0.0000e+00     9.2500e-01     3.4069210365802305e-04
0.0000e+00     9.5000e-01     2.3785846817462306e-03
0.0000e+00     9.7500e-01     5.9693611803227171e-03
0.0000e+00     1.0000e+00     4.4609128638187128e-03
0.0000e+00     1.0250e+00     2.9312975558743498e-03
0.0000e+00     1.0500e+00     1.5779710108771963e-03
0.0000e+00     1.0750e+00     3.0689880464483552e-04
0.0000e+00     1.1000e+00     1.6853132861297792e-05
0.0000e+00     1.1250e+00     2.5746162777297697e-07
0.0000e+00     1.1500e+00     1.7490575861958443e-08
0.0000e+00     1.1750e+00     3.2885576723298582e-09
0.0000e+00     1.2000e+00     1.3436777008450993e-10
0.0000e+00     1.2250e+00     7.1835795291557801e-13
0.0000e+00     1.2500e+00     6.1592156032692361e-14
0.0000e+00     1.2750e+00     5.9333811736470065e-15
0.0000e+00     1.3000e+00     2.4531839252897132e-16
0.0000e+00     1.3250e+00     2.0744063365184153e-16
0.0000e+00     1.3500e+00     1.9849694091724432e-16
0.0000e+00     1.3750e+00     1.9805221796016399e-16
0.0000e+00     1.4000e+00     1.9802727272857509e-16
0.0000e+00     1.4250e+00     1.9800756055491667e-16
0.0000e+00     1.4500e+00     1.9800317803561968e-16
0.0000e+00     1.4750e+00     1.9800234923731763e-16
0.0000e+00     1.5000e+00     1.9800333644075983e-16
0.0000e+00     1.5250e+00     1.9800600403420232e-16
0.0000e+00     1.5500e+00     1.9801110067740702e-16
0.0000e+00     1.5750e+00     1.9801802528414900e-16
0.0000e+00     1.6000e+00     1.9802780370325872e-16
0.0000e+00     1.6250e+00     1.9804970433804987e-16
0.0000e+00     1.6500e+00     1.9808061949936086e-16
0.0000e+00     1.6750e+00     1.9842221523365806e-16
0.0000e+00     1.7000e+00     2.0192663117567602e-16
0.0000e+00     1.7250e+00     2.0665991527549804e-16
0.0000e+00     1.7500e+00     1.5262101817145775e-15
0.0000e+00     1.7750e+00     4.7984511316650058e-14
0.0000e+00     1.8000e+00     1.6587993402447190e-13
0.0000e+00     1.8250e+00     1.6017917042958500e-11
0.0000e+00     1.8500e+00     1.7211995148018429e-09
0.0000e+00     1.8750e+00     4.5713067428170581e-08
0.0000e+00     1.9000e+00     6.9020741357773023e-07
0.0000e+00     1.9250e+00     6.0042574217390996e-06
0.0000e+00     1.9500e+00     3.2482375551234423e-05
0.0000e+00     1.9750e+00     9.2203859210079995e-05
0.0000e+00     2.0000e+00     1.4309469196247847e-04
0.0000e+00     2.0250e+00     1.0730086592031303e-04
0.0000e+00     2.0500e+00     4.2571625352857648e-05
0.0000e+00     2.0750e+00     8.4296297180214106e-06
0.0000e+00     2.1000e+00     9.2720431627444649e-07
0.0000e+00     2.1250e+00     5.4336394461757772e-08
0.0000e+00     2.1500e+00     1.6043099316992673e-09
0.0000e+00     2.1750e+00     8.4910531029920189e-12
0.0000e+00     2.2000e+00     3.4542533814712470e-13
0.0000e+00     2.2250e+00     6.0662606932649361e-14
0.0000e+00     2.2500e+00     1.1506033908369207e-15
0.0000e+00     2.2750e+00     2.1715433109030968e-16
0.0000e+00     2.3000e+00     2.0674048498775488e-16
0.0000e+00     2.3250e+00     1.9896534819133076e-16
0.0000e+00     2.3500e+00     1.9846670241675553e-16
0.0000e+00     2.3750e+00     1.9838163692207089e-16
0.0000e+00     2.4000e+00     1.9827861003487931e-16
0.0000e+00     2.4250e+00     1.9818017174921499e-16
0.0000e+00     2.4500e+00     1.9810872865202243e-16
